id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
5435,Carlos,75,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,0,1,2023,1
5436,Juan,67,Otro,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,0,1,1,2023,11
5437,María,75,M,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,0,0,2023,2
5438,Ana,69,M,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,1,0,2024,2
5439,Valentina,29,Otro,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,0,0,0,2023,12
5440,Camilo,46,Otro,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,0,1,2023,6
5441,Laura,31,Otro,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,0,1,0,2024,2
5442,Laura,17,Otro,Cali,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,1,0,2024,6
5443,Camilo,57,F,Pereira,la contaminación del río está aumentando.,Salud,Urgente,1,1,0,2024,7
5444,Juan,49,Otro,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,11
5445,Camilo,48,F,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,1,0,2023,10
5446,Ana,62,M,Cali,hay problemas con la recolección de basura.,Educación,No urgente,1,0,1,2023,10
5447,Laura,18,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,1,1,1,2023,8
5448,Juan,25,F,Barranquilla,Sin Comentario,Medio Ambiente,No urgente,0,1,1,2024,8
5449,Sofía,31,Otro,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,0,0,2024,5
5450,Carlos,48,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,0,0,2023,1
5451,Camilo,46,M,Cartagena,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,1,2024,3
5452,Camilo,45,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,1,0,1,2023,10
5453,Jorge,42,Otro,Manizales,queremos más presencia policial.,Salud,Urgente,1,1,1,2024,7
5454,Valentina,69,M,Pereira,falta agua potable en varias casas.,Educación,No urgente,0,0,1,2024,8
5455,María,48,F,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,1,0,2024,3
5456,Camilo,72,M,Cúcuta,faltan médicos en el centro de salud.,Educación,Urgente,1,1,0,2023,5
5457,Ana,20,F,Pereira,Sin Comentario,Seguridad,No urgente,0,1,1,2024,9
5458,Camilo,57,F,Pereira,Sin Comentario,Seguridad,Urgente,0,1,1,2023,5
5459,María,48,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,1,1,2024,8
5460,Valentina,79,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,1,1,2023,11
5461,Ana,70,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,0,2023,11
5462,Valentina,57,F,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,0,2024,1
5463,Sofía,78,M,Bucaramanga,queremos más presencia policial.,Salud,No urgente,0,0,0,2023,3
5464,María,48,Otro,Manizales,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,0,1,2024,4
5465,Carlos,69,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,1,2023,3
5466,Carlos,48,M,Medellín,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,0,0,2024,11
5467,Ana,59,Otro,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,1,1,2023,6
5468,Camilo,51,F,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,0,0,2023,3
5469,Valentina,77,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,0,0,2024,1
5470,Laura,77,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,1,2024,9
5471,Laura,76,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,0,1,1,2023,8
5472,Carlos,44,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,0,0,2023,1
5473,María,25,Otro,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,1,1,1,2024,11
5474,Camilo,48,M,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,0,2024,4
5475,Sofía,73,M,Cartagena,las calles están muy oscuras y peligrosas.,Salud,Urgente,0,1,1,2024,10
5476,María,32,Otro,Cali,falta agua potable en varias casas.,Seguridad,No urgente,0,1,0,2024,7
5477,María,53,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Salud,Urgente,0,0,0,2024,2
5478,Jorge,51,M,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,0,0,0,2024,5
5479,Pedro,56,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,No urgente,0,1,0,2023,1
5480,Carlos,72,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,1,0,2023,1
5481,Laura,55,F,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,1,1,2024,6
5482,Jorge,37,Otro,Medellín,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,0,1,2023,10
5483,Valentina,68,F,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2024,11
5484,Pedro,70,Otro,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,1,2024,4
5485,Carlos,77,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,0,0,0,2024,7
5486,María,52,M,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,0,0,0,2023,8
5487,Jorge,33,F,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,0,1,1,2023,2
5488,Pedro,50,F,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,1,1,0,2024,5
5489,Jorge,76,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,1,0,2024,9
5490,Jorge,77,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Salud,No urgente,0,1,0,2023,9
5491,Sofía,52,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,0,0,2024,5
5492,Ana,62,Otro,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,0,0,1,2023,5
5493,Carlos,38,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,1,1,0,2024,8
5494,Carlos,59,Otro,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,0,1,1,2023,11
5495,Camilo,25,M,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,0,1,1,2023,2
5496,Valentina,62,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,0,0,2023,3
5497,Laura,59,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,0,0,2023,2
5498,María,74,M,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,1,1,0,2023,8
5499,María,39,F,Bucaramanga,queremos más presencia policial.,Educación,No urgente,1,0,0,2023,11
5500,Juan,62,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,0,1,0,2024,1
5501,Jorge,48,M,Pereira,queremos más presencia policial.,Salud,No urgente,1,0,1,2023,5
5502,Camilo,80,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,0,0,1,2023,6
5503,Sofía,49,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,0,0,1,2024,3
5504,Camilo,48,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,1,1,2023,3
5505,Laura,21,F,Medellín,la contaminación del río está aumentando.,Salud,No urgente,1,0,1,2024,1
5506,Camilo,62,F,Santa Marta,Sin Comentario,Seguridad,No urgente,1,1,0,2023,12
5507,Camilo,48,M,Cali,la contaminación del río está aumentando.,Salud,Urgente,1,1,1,2023,4
5508,Laura,69,F,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,1,2024,4
5509,Jorge,68,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,1,0,2024,1
5510,Camilo,35,F,Cartagena,faltan médicos en el centro de salud.,Salud,No urgente,1,0,1,2023,10
5511,Pedro,73,Otro,Cúcuta,las basuras no se recogen a tiempo.,Educación,No urgente,1,0,0,2023,6
5512,Sofía,53,M,Cali,Sin Comentario,Salud,No urgente,1,1,0,2024,1
5513,Pedro,44,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2023,1
5514,Juan,68,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,1,2023,11
5515,Sofía,59,M,Cartagena,Sin Comentario,Medio Ambiente,No urgente,0,1,0,2023,5
5516,Camilo,41,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,1,0,2024,3
5517,Juan,68,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Educación,No urgente,0,1,0,2023,6
5518,María,80,M,Cúcuta,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,0,0,1,2024,10
5519,Juan,51,F,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,1,0,2023,4
5520,Ana,31,F,Pereira,falta agua potable en varias casas.,Salud,No urgente,1,0,1,2024,5
5521,Juan,72,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,0,0,1,2024,1
5522,Carlos,16,F,Bogotá,queremos más presencia policial.,Salud,Urgente,1,0,1,2023,8
5523,Camilo,22,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,No urgente,0,1,1,2023,11
5524,Carlos,48,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,1,0,2024,2
5525,Camilo,69,F,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,0,1,0,2023,3
5526,Sofía,78,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,0,1,0,2023,3
5527,Juan,40,Otro,Medellín,queremos más presencia policial.,Medio Ambiente,Urgente,1,0,1,2024,5
5528,Carlos,60,Otro,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,0,1,1,2024,9
5529,Pedro,58,Otro,Bucaramanga,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,0,0,2024,10
5530,Carlos,42,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,0,2023,12
5531,Laura,61,M,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,No urgente,0,0,1,2023,5
5532,María,67,F,Medellín,Sin Comentario,Salud,Urgente,1,1,1,2023,5
5533,Sofía,48,Otro,Pereira,las basuras no se recogen a tiempo.,Educación,Urgente,1,1,1,2023,4
5534,Ana,58,F,Barranquilla,queremos más presencia policial.,Salud,No urgente,0,0,0,2024,3
5535,Pedro,65,M,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,0,0,1,2024,4
5536,Camilo,35,Otro,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,0,2024,6
5537,Camilo,25,Otro,Cúcuta,Sin Comentario,Salud,No urgente,1,0,0,2023,11
5538,Carlos,42,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,0,0,1,2023,12
5539,Jorge,48,M,Barranquilla,queremos más presencia policial.,Salud,Urgente,0,1,1,2023,8
5540,Juan,59,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,1,2024,2
5541,Valentina,60,M,Pereira,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,1,0,2023,12
5542,Valentina,64,F,Cali,queremos más presencia policial.,Medio Ambiente,Urgente,1,0,0,2023,3
5543,Valentina,38,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,1,0,1,2024,10
5544,Carlos,66,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,0,1,2024,1
5545,Ana,78,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,0,2023,6
5546,Camilo,64,M,Santa Marta,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,0,2023,5
5547,Jorge,70,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,0,0,0,2024,8
5548,Jorge,61,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,1,1,2024,1
5549,Carlos,62,F,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,0,1,2023,7
5550,Sofía,69,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,0,1,1,2024,1
5551,Valentina,48,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,0,0,2023,11
5552,Juan,75,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,0,0,2024,10
5553,Pedro,59,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,1,2024,3
5554,María,76,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,1,0,1,2024,5
5555,Pedro,69,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,0,0,2024,7
5556,Juan,60,F,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,0,1,1,2023,3
5557,Sofía,77,F,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,0,0,1,2024,4
5558,María,20,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,0,0,0,2023,2
5559,Sofía,44,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,0,0,0,2023,6
5560,Juan,36,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,0,1,1,2023,11
5561,Camilo,36,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,1,0,0,2023,10
5562,Juan,49,M,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,0,0,0,2024,8
5563,Pedro,62,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,0,2024,7
5564,Valentina,37,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,0,0,2023,9
5565,Camilo,46,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,0,1,1,2023,3
5566,Valentina,60,Otro,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,0,1,1,2023,7
5567,Laura,56,F,Pereira,las basuras no se recogen a tiempo.,Salud,No urgente,0,0,1,2023,8
5568,Sofía,19,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,1,0,2023,10
5569,María,52,Otro,Pereira,la contaminación del río está aumentando.,Salud,Urgente,0,1,1,2024,2
5570,Pedro,48,M,Cartagena,no hay suficientes escuelas públicas.,Salud,Urgente,0,1,0,2023,6
5571,Camilo,37,F,Medellín,queremos más presencia policial.,Seguridad,No urgente,1,1,0,2024,12
5572,Camilo,60,F,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,1,1,1,2024,6
5573,Camilo,29,M,Cali,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,1,0,2024,4
5574,María,79,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,1,0,1,2024,8
5575,Jorge,26,M,Cartagena,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,0,1,2024,7
5576,Valentina,48,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,0,1,2023,5
5577,María,50,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,0,1,2023,8
5578,Carlos,39,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,0,0,2024,9
5579,Carlos,56,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,0,1,0,2023,5
5580,Juan,73,Otro,Cali,Sin Comentario,Salud,Urgente,0,0,0,2024,3
5581,Pedro,48,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,0,1,2024,7
5582,Laura,67,M,Cartagena,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,1,0,2023,8
5583,Camilo,55,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,1,1,0,2024,3
5584,Laura,15,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,1,0,2023,5
5585,Ana,29,Otro,Bucaramanga,faltan médicos en el centro de salud.,Educación,Urgente,0,1,1,2024,8
5586,Laura,71,F,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,0,1,1,2024,9
5587,Juan,61,M,Bogotá,las basuras no se recogen a tiempo.,Seguridad,No urgente,1,1,0,2023,1
5588,Valentina,54,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,0,2024,9
5589,Camilo,77,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,0,0,1,2023,7
5590,Valentina,27,Otro,Cali,la contaminación del río está aumentando.,Educación,No urgente,0,1,0,2024,6
5591,Carlos,58,F,Manizales,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,0,2023,6
5592,Carlos,19,F,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,1,0,1,2024,4
5593,Camilo,29,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,1,0,0,2024,8
5594,Carlos,74,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,1,2023,1
5595,Laura,20,F,Bucaramanga,queremos más presencia policial.,Seguridad,Urgente,0,1,0,2023,11
5596,Juan,42,Otro,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,1,2023,9
5597,Juan,25,Otro,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,0,1,0,2024,6
5598,Valentina,60,M,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,0,1,0,2023,8
5599,Ana,53,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,0,1,1,2023,2
5600,María,38,F,Bucaramanga,queremos más presencia policial.,Seguridad,Urgente,1,1,1,2023,12
5601,Camilo,61,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,1,1,0,2023,4
5602,Carlos,80,M,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,1,0,2023,10
5603,Camilo,72,F,Bogotá,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,0,1,2023,9
5604,Valentina,20,M,Pereira,queremos más presencia policial.,Medio Ambiente,Urgente,0,0,0,2024,11
5605,Pedro,65,M,Cali,las basuras no se recogen a tiempo.,Salud,Urgente,1,1,1,2024,6
5606,Ana,29,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,1,0,2023,3
5607,Valentina,48,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,0,0,0,2023,8
5608,Sofía,56,M,Santa Marta,faltan médicos en el centro de salud.,Seguridad,No urgente,1,0,0,2023,7
5609,María,39,F,Bucaramanga,no hay suficientes escuelas públicas.,Educación,Urgente,1,1,1,2024,7
5610,Laura,33,F,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,0,1,0,2024,1
5611,Sofía,56,M,Cúcuta,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,0,0,2023,4
5612,Laura,77,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,0,1,2024,8
5613,Pedro,18,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,1,0,1,2024,5
5614,Camilo,20,Otro,Manizales,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,1,2024,9
5615,Juan,56,F,Bucaramanga,las basuras no se recogen a tiempo.,Salud,No urgente,0,1,0,2023,10
5616,Sofía,49,Otro,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,0,1,1,2024,5
5617,Laura,47,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,1,1,1,2023,3
5618,Juan,76,M,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,1,1,1,2024,5
5619,Juan,25,M,Cartagena,Sin Comentario,Medio Ambiente,No urgente,0,1,1,2023,3
5620,Juan,35,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,0,1,0,2024,4
5621,Jorge,41,Otro,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,1,1,0,2023,10
5622,Sofía,25,M,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,1,1,2024,1
5623,Camilo,50,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,1,1,1,2023,3
5624,Valentina,49,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,0,1,0,2024,5
5625,Pedro,26,F,Bogotá,Sin Comentario,Medio Ambiente,No urgente,1,1,1,2024,8
5626,Pedro,56,M,Barranquilla,Sin Comentario,Educación,No urgente,1,0,1,2024,5
5627,Pedro,55,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,1,1,1,2023,9
5628,Sofía,31,F,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,1,1,0,2024,2
5629,Juan,50,M,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,0,0,0,2024,6
5630,Laura,68,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,0,1,0,2023,2
5631,Jorge,43,M,Pereira,queremos más presencia policial.,Seguridad,No urgente,0,1,1,2023,11
5632,María,63,F,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,0,1,1,2024,11
5633,Carlos,77,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,1,1,2024,1
5634,Jorge,47,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2024,11
5635,Pedro,80,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,1,1,2024,10
5636,María,71,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,0,1,1,2024,10
5637,Carlos,24,F,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,1,0,2023,1
5638,Camilo,16,F,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,0,2023,3
5639,Pedro,38,F,Bucaramanga,faltan médicos en el centro de salud.,Educación,No urgente,1,0,1,2024,10
5640,Pedro,49,F,Barranquilla,faltan médicos en el centro de salud.,Salud,Urgente,1,1,0,2023,9
5641,Camilo,55,Otro,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,1,1,0,2024,7
5642,Valentina,72,M,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,0,1,0,2024,2
5643,Ana,16,Otro,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,0,1,1,2023,3
5644,Camilo,56,Otro,Medellín,falta agua potable en varias casas.,Medio Ambiente,Urgente,0,0,0,2023,3
5645,Carlos,69,F,Cartagena,faltan médicos en el centro de salud.,Educación,Urgente,0,0,0,2024,8
5646,Juan,54,F,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,0,1,0,2024,11
5647,Laura,48,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,0,2024,7
5648,María,24,Otro,Medellín,falta agua potable en varias casas.,Salud,Urgente,0,1,1,2024,5
5649,Camilo,33,M,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,0,0,0,2023,11
5650,Valentina,78,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,0,0,1,2024,1
5651,Pedro,20,Otro,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,0,0,0,2023,8
5652,Camilo,18,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,1,0,2023,7
5653,Carlos,45,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,0,1,0,2023,5
5654,María,36,M,Cartagena,queremos más presencia policial.,Seguridad,Urgente,1,0,0,2023,6
5655,Carlos,32,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,0,0,2023,2
5656,Sofía,17,F,Barranquilla,las basuras no se recogen a tiempo.,Educación,Urgente,1,0,1,2024,10
5657,Camilo,30,F,Cali,no hay suficientes escuelas públicas.,Salud,Urgente,1,0,0,2023,1
5658,Camilo,47,F,Santa Marta,queremos más presencia policial.,Medio Ambiente,Urgente,1,0,1,2024,7
5659,Juan,59,Otro,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,1,0,2023,10
5660,Laura,51,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,1,0,2024,2
5661,Camilo,49,Otro,Bogotá,las basuras no se recogen a tiempo.,Seguridad,No urgente,0,1,1,2023,4
5662,María,32,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,1,1,0,2023,3
5663,Camilo,22,F,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,1,0,2023,2
5664,Valentina,15,F,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,0,2023,2
5665,Carlos,35,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,0,1,1,2024,5
5666,Carlos,48,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,1,0,2024,7
5667,María,36,F,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,No urgente,0,1,1,2024,6
5668,Jorge,15,M,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,0,0,0,2023,7
5669,Ana,20,F,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,1,0,0,2023,11
5670,Carlos,57,Otro,Pereira,no hay suficientes escuelas públicas.,Educación,Urgente,0,0,1,2024,1
5671,Pedro,25,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,1,1,0,2024,2
5672,Juan,19,M,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,1,1,2023,9
5673,Pedro,53,Otro,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2024,7
5674,Juan,48,Otro,Cúcuta,Sin Comentario,Salud,Urgente,0,1,0,2023,6
5675,Valentina,48,M,Bucaramanga,faltan médicos en el centro de salud.,Educación,Urgente,0,1,1,2024,2
5676,Laura,56,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,0,1,0,2023,1
5677,Sofía,58,Otro,Bogotá,Sin Comentario,Medio Ambiente,No urgente,0,1,1,2023,12
5678,Pedro,30,Otro,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,0,0,0,2023,8
5679,Pedro,40,Otro,Medellín,faltan médicos en el centro de salud.,Seguridad,No urgente,0,0,1,2024,9
5680,Juan,45,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,1,1,1,2023,3
5681,Camilo,27,M,Barranquilla,falta agua potable en varias casas.,Seguridad,Urgente,0,1,0,2024,1
5682,Juan,58,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,0,1,1,2024,8
5683,Laura,15,F,Cartagena,la contaminación del río está aumentando.,Medio Ambiente,Urgente,0,1,1,2024,4
5684,Laura,67,Otro,Bogotá,faltan médicos en el centro de salud.,Educación,Urgente,0,1,0,2024,5
5685,Sofía,79,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,1,0,0,2023,7
